FNIP1,2.45845905603084e-07
NETO2,3.21142782775424e-07
FKBP5,3.73517568589725e-07
CDK17,4.97794462773572e-07
CELF2,6.59524336363578e-07
PLXNB3,7.81337185995194e-07
EXOC6,8.18824721943402e-07
RHOBTB3,8.2624905009516e-07
GNAL,8.51654950273037e-07
LINC00643,1.05478115776237e-06
A2M-AS1,1.23791834768368e-06
LY86-AS1,1.40916412565135e-06
AW665321,1.44565674006323e-06
GTF2H1,1.49017653864185e-06
GNAL,1.59117917826761e-06
RHOBTB3,1.62374515095339e-06
MAP3K7,1.75672292555075e-06
RNF6,1.85360203466846e-06
C8orf46,1.88628232198703e-06
LOC102724788,2.38619226805629e-06
NUS1,2.69258786818297e-06
R30807,2.89065244102043e-06
VTA1,3.35305825390786e-06
CDC40,3.55820450332456e-06
LINC00643,3.62886651197801e-06
RAPH1,4.1191864979314e-06
BRMS1L,4.1784563564948e-06
B3GNT2,4.43927176405805e-06
216556_x_at,4.44314678526166e-06
FBXO28,4.70904887967841e-06
CXADR,4.79271727578695e-06
NPHP3,4.86567001968508e-06
RABEP1,5.05892296308614e-06
ZNF41,5.34477963858231e-06
PLCB1,6.10546544738157e-06
KCTD16,6.11884998116377e-06
PENK,6.39634855186402e-06
AW298119,6.67666766999282e-06
WSB1,6.75672723378088e-06
CNTN1,6.89656502320604e-06
CCNY,7.0469339325152e-06
DYRK2,7.37262616542161e-06
ARPP19,7.43030020313649e-06
NEK1,7.44149357246551e-06
NUS1P3,7.74833124050869e-06
CLCN4,7.81684102439689e-06
YWHAZ,7.89736857766019e-06
AAK1,8.05172636978922e-06
CTBP2,8.12166022213292e-06
MAPK1,8.16974411659388e-06
TTL,8.24504919261895e-06
VTA1,8.37670866396407e-06
MAN1A1,8.44774981602134e-06
ADAM22,8.50582129799682e-06
MAGI1,8.53628769446583e-06
EIF4E3,8.9460811725753e-06
AP4S1,9.31494517798454e-06
SLC9A1,9.60298072118571e-06
UFM1,9.61322767297224e-06
PPP1R1B,1.00333817508733e-05
NREP,1.00940378093632e-05
EIF4E,1.00960912796984e-05
STYK1,1.00961532251152e-05
TASP1,1.01079747983558e-05
RHBDL3,1.02268938912696e-05
ARL6,1.02451275509738e-05
GTF3A,1.03345410045137e-05
VWF,1.07523995046408e-05
KIAA1549L,1.09960014333034e-05
ARPP21,1.10979116890668e-05
RPRD1A,1.11261101754285e-05
PTPRR,1.11892881362902e-05
DNAJC18,1.13560376409822e-05
FAM49A,1.14364337075078e-05
SLC25A27,1.15614797279081e-05
SSBP2,1.17038559347601e-05
NUS1,1.19174377401805e-05
B3GNT2,1.2058107550814e-05
SNHG4,1.21110807959088e-05
AI797677,1.2213742764682e-05
POLR3K,1.22837785474523e-05
COPS8,1.24128635843964e-05
SUB1,1.28298936024487e-05
LHFP,1.29681055105278e-05
DOK6,1.30389486756313e-05
LMBR1,1.30966975509876e-05
TIMM17A,1.3209503404148e-05
NDFIP2,1.32967437333439e-05
FKBP5,1.3657777940929e-05
MAGI1,1.36649012977235e-05
242440_at,1.37314009078432e-05
GPR26,1.39255763892337e-05
PTHLH,1.41346946584841e-05
FAM188A,1.42382024546196e-05
MAPK8,1.4358114971469e-05
ULK2,1.43625448887668e-05
VCPIP1,1.44646938704642e-05
ELP2,1.47147675874723e-05
YWHAZ,1.48540331797771e-05
CAMK2N1,1.4983436648993e-05
ZNF436,1.503018197557e-05
ARPC4-TTLL3,1.52249899749253e-05
HSPA13,1.53341571625695e-05
DYNC1LI1,1.53739010149369e-05
PRKCB,1.58488003994261e-05
CXADR,1.58620757308901e-05
SNX3,1.66782277946777e-05
ACTR3B,1.69093778359394e-05
RAB1A,1.70127344788749e-05
CERS6,1.72137204704457e-05
SLC25A27,1.73705107419532e-05
ZNF134,1.74862587594514e-05
ADD3,1.78479839891887e-05
NECTIN3,1.79174636373637e-05
AW293296,1.79837434111166e-05
FRY,1.80000024893536e-05
AI806781,1.84453540324651e-05
GRM5,1.8627606792957e-05
ZDHHC21,1.86910759993288e-05
ITGB1BP1,1.8868741739285e-05
LZTFL1,1.89262000587609e-05
SETSIP,1.93469336110338e-05
N64762,1.94690612697854e-05
AU146027,1.95556292008651e-05
BZW1,1.98343032010281e-05
PLPPR4,1.98831390327927e-05
PLPPR5,2.0160537892259e-05
KIZ,2.03565322029237e-05
AP4S1,2.0366841718305e-05
FRG1BP,2.06170700035406e-05
PRKCI,2.06697637347504e-05
UBE3C,2.17495031756228e-05
PIAS2,2.18326275370095e-05
CALM3,2.18709679420121e-05
N4BP2L2,2.21472081077695e-05
DENR,2.21503095322543e-05
222358_x_at,2.22052791800408e-05
NCAM2,2.22749222095973e-05
HS6ST2,2.2704495045522e-05
SORL1,2.28175437400619e-05
BE312027,2.28302411445229e-05
IPO5,2.29396566151596e-05
RAB2A,2.32830820801505e-05
DCAF11,2.33082149368575e-05
API5,2.38538916016319e-05
REEP5,2.40582285897692e-05
ZNF711,2.40661487076748e-05
CA4,2.42523779038438e-05
HMP19,2.43901951569715e-05
LARGE1,2.46885857816854e-05
B3GALNT1,2.48310591977299e-05
SDR16C5,2.4921801255016e-05
TMEM104,2.50368701697796e-05
SUB1,2.52871664927809e-05
BC017896,2.53586602857067e-05
ZNF277,2.55209562266618e-05
RAD1,2.56094545016037e-05
